5.29414966;2
7.66258503;3
10.07746032;1
10.65795918;1
11.88861678;4
12.46911565;1
12.79419501;2
13.07283447;4
13.39791383;3
14.25705215;4
14.88399093;1
15.18585034;2
15.4644898;4
15.78956916;3
16.67192744;4
17.27564626;1
17.57750567;2
17.87936508;4
18.18122449;3
19.06358277;4
19.66730159;1
19.94594104;2
20.27102041;4
20.57287982;3
21.4552381;4
21.78031746;1
22.05895692;2
22.36081633;4
22.66267574;3
23.87011338;4
24.4738322;1
24.75247166;2
25.05433107;4
25.37941043;3
26.26176871;4
26.86548753;1
27.14412698;2
27.44598639;4
27.77106576;3
28.63020408;4
28.95528345;1
29.25714286;2
29.55900227;4
29.86086168;3
31.04507937;4
31.62557823;1
31.9506576;2
32.25251701;4
32.85623583;1
33.13487528;3
33.45995465;4
34.06367347;1
34.36553288;2
34.66739229;4
34.99247166;3
35.85160998;4
36.47854875;1
36.78040816;3
37.08226757;4
37.66276644;1
37.96462585;2
38.26648526;4
38.84698413;1
39.17206349;2
39.4739229;4
40.07764172;1
40.35628118;3
40.68136054;4
41.26185941;1
41.56371882;3
41.86557823;4
42.46929705;1
42.74793651;2
43.04979592;4
43.65351474;1
43.9785941;2
44.28045351;4
44.58231293;3
45.4646712;4
46.09160998;3
46.67210884;4
46.99718821;2
47.87954649;4
48.48326531;1
48.78512472;2
49.08698413;4
49.69070295;1
50.27120181;4
50.57306122;2
50.87492063;1
51.15356009;4
51.4554195;3
52.05913832;1
52.66285714;1
